#Source https://www.cdc.gov/nchs/data/series/sr_11/sr11_246.pdf
#gender,agelow,agehigh,MeanSt,Dev3rd,5th,10th,25th,50th,75th,85th,90th,95th,97th
1,4.5,4.99,15.63,2.05,13.34,13.67,13.92,14.48,15.35,16.20,16.75,17.23,18.27,19.08
1,5.0,5.49,15.64,1.81,13.24,13.47,13.80,14.45,15.33,16.46,17.08,17.72,19.36,19.73
1,5.5,5.99,15.78,2.02,13.18,13.46,13.77,14.52,15.27,16.56,17.54,18.77,19.98,20.31
1,6.0,6.49,15.48,1.70,13.07,13.46,13.90,14.34,15.22,16.23,16.88,17.28,18.34,19.32
1,6.5,6.99,15.49,1.78,13.17,13.36,13.63,14.29,15.13,16.24,17.16,17.71,18.74,19.66
1,7.0,7.49,15.70,1.80,13.00,13.56,13.87,14.51,15.37,16.52,17.18,17.81,19.22,19.95
1,7.5,7.99,15.89,2.06,13.28,13.64,13.84,14.60,15.39,16.72,17.80,18.51,19.66,21.44
1,8.0,8.49,16.19,2.07,13.40,13.61,14.06,14.78,15.71,17.31,18.30,18.90,19.90,21.61
1,8.5,8.99,16.56,2.68,13.47,13.76,14.22,14.91,15.83,17.48,18.63,19.71,21.54,23.10
1,9.0,9.49,17.02,2.66,13.79,14.09,14.46,15.19,16.33,18.13,19.04,20.10,22.88,24.25
1,9.5,9.99,17.41,3.05,13.71,13.96,14.70,15.58,16.53,18.31,20.18,21.26,23.29,25.54
1,10.0,10.49,17.31,2.87,13.50,13.80,14.27,15.41,16.66,18.51,19.93,20.99,23.18,23.78
1,10.5,10.99,17.56,2.81,13.89,14.09,14.74,15.72,17.03,18.61,20.04,21.78,23.35,24.03
1,11.0,11.49,18.35,3.24,13.94,14.45,14.91,16.16,17.87,20.00,21.38,22.43,24.71,26.99
1,11.5,11.99,18.80,3.59,13.86,14.39,15.20,16.23,18.36,20.34,22.01,23.08,25.76,27.53
1,12.0,12.49,18.99,3.28,14.62,14.77,15.49,16.60,18.41,20.75,22.00,22.74,25.10,27.12
1,12.5,12.99,19.63,3.59,14.95,15.19,15.81,17.24,18.77,21.28,23.58,24.70,26.59,28.01
1,13.0,13.49,19.96,3.80,15.07,15.42,16.13,17.47,18.96,21.55,23.37,24.39,28.47,30.26
1,13.5,13.99,20.37,3.95,14.80,15.60,16.32,17.77,19.62,21.96,23.71,24.76,27.83,30.03
1,14.0,14.49,20.75,3.95,16.05,16.39,16.75,18.04,19.77,22.37,24.62,25.76,29.13,32.17
1,14.5,14.99,21.17,3.68,16.27,16.68,17.48,18.51,20.47,22.83,24.52,25.89,27.69,29.43
1,15.0,15.49,20.90,3.63,16.53,16.77,17.37,18.51,20.03,22.29,24.01,25.57,28.54,29.85
1,15.5,15.99,21.19,3.55,16.75,17.19,17.59,19.06,20.43,22.47,23.86,25.02,27.14,30.18
1,16.0,16.49,21.66,3.87,16.97,17.71,18.22,19.10,20.62,22.83,25.70,26.46,29.68,31.77
1,16.5,16.99,21.91,3.97,17.17,17.65,18.17,19.31,21.05,23.39,25.22,26.50,29.33,32.19
1,17.0,17.49,21.98,4.51,16.77,17.11,17.61,19.20,21.08,23.59,25.15,26.88,30.27,32.29
1,17.5,17.99,22.53,4.31,17.41,17.92,18.71,19.89,21.71,23.90,25.41,26.80,30.27,33.63
1,18.0,18.49,21.94,4.16,16.44,16.59,18.36,19.55,20.99,23.28,24.45,26.22,32.55,34.02
1,18.5,18.99,21.80,3.28,16.70,17.58,18.21,19.28,21.60,23.66,24.32,26.00,28.88,28.88
1,19.0,19.49,22.03,4.14,16.79,17.71,18.08,19.03,21.46,23.66,25.65,27.22,28.98,31.46
1,19.5,19.99,23.03,4.72,18.29,18.67,19.19,20.31,21.69,24.13,25.99,29.34,32.51,33.89
